,mass,year,reclat,reclong,log(mass)
15995,9.74,2002,-86.36667,-70.0,0.9885589568786155
15996,7.49,2002,-86.36667,-70.0,0.8744818176994665
15997,3.49,2002,-86.36667,-70.0,0.5428254269591799
15998,16.62,2002,-86.36667,-70.0,1.2206310194480923
15999,16.47,2002,-86.36667,-70.0,1.2166935991697543
16000,17.38,2002,-86.36667,-70.0,1.2400497721126476
16001,8.17,2002,-86.36667,-70.0,0.9122220565324155
16002,7.0,2002,-86.36667,-70.0,0.8450980400142568
16003,17.75,2002,-86.36667,-70.0,1.249198357391113
16004,17.02,2002,-86.36667,-70.0,1.230959555748569
16005,9.07,2002,-86.36667,-70.0,0.9576072870600952
16006,108.45,2002,-86.36667,-70.0,2.035229556350212
16007,9.23,2002,-86.36667,-70.0,0.9652017010259121
16008,7.86,2002,-86.36667,-70.0,0.895422546039408
16009,9.93,2002,-86.36667,-70.0,0.9969492484953811
16010,13.46,2002,-86.36667,-70.0,1.129045059887958
16011,45.2,2002,-86.36667,-70.0,1.6551384348113822
16012,7.4,2002,-86.36667,-70.0,0.8692317197309762
16013,8.42,2002,-86.36667,-70.0,0.9253120914996495
16014,14.15,2002,-86.36667,-70.0,1.150756439860309
16015,34.27,2002,-86.36667,-70.0,1.5349141044298669
16016,16.8,2002,-86.36667,-70.0,1.2253092817258628
16017,3.6,2002,-86.36667,-70.0,0.5563025007672873
16018,21.9,2002,-86.36667,-70.0,1.3404441148401183
16019,4.9,2002,-86.36667,-70.0,0.6901960800285137
16020,6.4,2002,-86.36667,-70.0,0.8061799739838872
16021,19.8,2002,-86.36667,-70.0,1.2966651902615312
16022,5.6,2002,-86.36667,-70.0,0.7481880270062004
16023,3.2,2002,-86.36667,-70.0,0.505149978319906
16024,7.7,2002,-86.36667,-70.0,0.8864907251724818
16025,10.6,2002,-86.36667,-70.0,1.0253058652647702
16026,2626.4,2002,-86.36667,-70.0,3.4193608697212836
16027,1046.0,2002,-86.36667,-70.0,3.0195316845312554
16028,452.7,2002,-86.36667,-70.0,2.655810494495252
16029,507.1,2002,-86.36667,-70.0,2.7050936105478733
16030,332.4,2002,-86.36667,-70.0,2.5216610151120733
16031,425.3,2002,-86.36667,-70.0,2.628695382714023
16032,369.3,2002,-86.36667,-70.0,2.5673793076509788
16033,254.4,2002,-86.36667,-70.0,2.4055171069763763
16034,432.2,2002,-86.36667,-70.0,2.6356847625472226
16035,403.9,2002,-86.36667,-70.0,2.6062738531699883
16036,218.49,2002,-86.36667,-70.0,2.3394315646739328
16037,190.88,2002,-86.36667,-70.0,2.2807604263262666
16038,168.8,2002,-86.36667,-70.0,2.2273724422896364
16039,131.4,2002,-86.36667,-70.0,2.118595365223762
16040,135.09,2002,-86.36667,-70.0,2.1306232016825954
16041,180.1,2002,-86.36667,-70.0,2.2555137128195333
16042,85.56,2002,-86.36667,-70.0,1.9322707758994904
16043,164.8,2002,-86.36667,-70.0,2.216957207361097
16044,218.25,2002,-86.36667,-70.0,2.3389542523776075
16045,169.39,2002,-86.36667,-70.0,2.2288877680194212
16046,65.44,2002,-86.36667,-70.0,1.8158432906632667
16047,103.66,2002,-86.36667,-70.0,2.015611204503512
16048,42.42,2002,-86.36667,-70.0,1.627570664180543
16049,14.35,2002,-86.36667,-70.0,1.1568519010700111
16050,27.53,2002,-86.36667,-70.0,1.4398062113933303
16051,9.37,2002,-86.36667,-70.0,0.9717395908877783
16052,14.08,2002,-86.36667,-70.0,1.1486026548060935
16053,41.01,2002,-86.36667,-70.0,1.6128897692874846
16054,6.86,2002,-86.36667,-70.0,0.8363241157067517
16055,26.01,2002,-86.36667,-70.0,1.4151403521958728
16056,1.19,2002,-86.36667,-70.0,0.07554696139253074
16057,213.2,2002,-86.36667,-70.0,2.3287872003545345
16058,181.13,2002,-86.36667,-70.0,2.2579903871193308
16059,167.97,2002,-86.36667,-70.0,2.2252317222146463
16060,135.96,2002,-86.36667,-70.0,2.133411155911022
16061,109.91,2002,-86.36667,-70.0,2.0410372078670282
16062,103.63,2002,-86.36667,-70.0,2.015485498154455
16063,130.5,2002,-86.36667,-70.0,2.1156105116742996
16064,88.69,2002,-86.36667,-70.0,1.9478746548976982
16065,85.51,2002,-86.36667,-70.0,1.9320169064342014
16066,162.78,2002,-86.36667,-70.0,2.21160104414524
16067,75.96,2002,-86.36667,-70.0,1.8805849560649799
16068,74.32,2002,-86.36667,-70.0,1.8711057009855854
16069,51.08,2002,-86.36667,-70.0,1.7082508885913776
16070,35.04,2002,-86.36667,-70.0,1.544564097496043
16071,40.68,2002,-86.36667,-70.0,1.609380944250707
16072,51.39,2002,-86.36667,-70.0,1.710878617685173
16073,38.76,2002,-86.36667,-70.0,1.5883837683787276
16074,24.67,2002,-86.36667,-70.0,1.3921691494897361
16075,33.81,2002,-86.36667,-70.0,1.529045170765769
16076,26.48,2002,-86.36667,-70.0,1.4229179807676624
16077,5.56,2002,-86.36667,-70.0,0.7450747915820575
16078,22.51,2002,-86.36667,-70.0,1.35237549500052
16079,9.99,2002,-86.36667,-70.0,0.9995654882259823
16080,8.58,2002,-86.36667,-70.0,0.9334872878487055
16081,18.05,2002,-86.36667,-70.0,1.2564772062416767
16082,28.24,2002,-86.36667,-70.0,1.4508646923797661
16083,46.21,2002,-86.36667,-70.0,1.664735968518705
16084,35.42,2002,-86.36667,-70.0,1.549248556854056
16085,5.81,2002,-86.36667,-70.0,0.7641761323903307
16086,29.6,2002,-86.36667,-70.0,1.4712917110589385
16087,30.15,2002,-86.36667,-70.0,1.4792873164761702
16088,36.37,2002,-86.36667,-70.0,1.5607433010547118
16089,5.94,2002,-86.36667,-70.0,0.7737864449811935
16090,10.1,2002,-86.36667,-70.0,1.0043213737826426
16091,8.72,2002,-86.36667,-70.0,0.9405164849325672
16092,8.31,2002,-86.36667,-70.0,0.919601023784111
16093,40.52,2002,-86.36667,-70.0,1.607669436688243
16094,21.77,2002,-86.36667,-70.0,1.3378584290410944
16095,22.9,2002,-86.36667,-70.0,1.359835482339888
16096,77.48,2002,-86.36667,-70.0,1.8891896120470733
16097,122.46,2002,-86.36667,-70.0,2.087994255099714
16098,172.38,2002,-86.36667,-70.0,2.236486876375591
16099,41.76,2002,-86.36667,-70.0,1.6207604899942056
16100,41.96,2002,-86.36667,-70.0,1.6228354795215203
16101,34.71,2002,-86.36667,-70.0,1.540454613671412
16102,44.25,2002,-86.36667,-70.0,1.6459132750338443
16103,3.08,2002,-86.36667,-70.0,0.4885507165004443
16104,54.63,2002,-86.36667,-70.0,1.7374312005145824
16105,17.54,2002,-86.36667,-70.0,1.2440295890300217
16106,15.1,2002,-86.36667,-70.0,1.1789769472931695
16107,18.9,2002,-86.36667,-70.0,1.276461804173244
16108,1.99,2002,-86.36667,-70.0,0.29885307640970665
16109,6.23,2002,-86.36667,-70.0,0.7944880466591696
16110,3.62,2002,-86.36667,-70.0,0.5587085705331657
16111,6.05,2002,-86.36667,-70.0,0.7817553746524689
16112,7.56,2002,-86.36667,-70.0,0.8785217955012065
16113,2.56,2002,-86.36667,-70.0,0.4082399653118496
16114,13.42,2002,-86.36667,-70.0,1.1277525158329733
16115,6.45,2002,-86.36667,-70.0,0.8095597146352678
16116,1.3,2002,-86.36667,-70.0,0.11394335230683679
16117,7.5,2002,-86.36667,-70.0,0.8750612633917001
16118,6.3,2002,-86.36667,-70.0,0.7993405494535817
16119,9.1,2002,-86.36667,-70.0,0.9590413923210935
16120,0.2,2002,-86.36667,-70.0,-0.6989700043360187
16121,9.2,2002,-86.36667,-70.0,0.9637878273455552
16122,59.0,2002,-86.36667,-70.0,1.7708520116421442
16123,12.93,2003,-86.36667,-70.0,1.1115985248803941
16124,17.61,2003,-86.36667,-70.0,1.2457593559672768
16125,1.89,2003,-86.36667,-70.0,0.2764618041732441
16126,813.7,2003,-86.36667,-70.0,2.910464315995614
16127,525.4,2003,-86.36667,-70.0,2.7204900684500513
16128,657.5,2003,-86.36667,-70.0,2.8178957571617955
16129,582.8,2003,-86.36667,-70.0,2.7655195430979527
16130,175.67,2003,-86.36667,-70.0,2.244697601296708
16131,164.9,2003,-86.36667,-70.0,2.217220655644519
16132,92.57,2003,-86.36667,-70.0,1.9664702637292844
16133,62.02,2003,-86.36667,-70.0,1.7925317619013077
16134,21.81,2003,-86.36667,-70.0,1.3386556655787003
16135,22.27,2003,-86.36667,-70.0,1.347720217034038
16136,2.41,2003,-86.36667,-70.0,0.3820170425748684
16137,786.9,1991,-86.36667,-70.0,2.895919545310016
16138,66.5,1991,-86.36667,-70.0,1.8228216453031045
16139,119.2,1991,-86.36667,-70.0,2.076276255404218
16140,28100.0,1977,38.1995,-99.162,4.44870631990508
16141,148.0,1994,22.58333,-101.98333,2.1702617153949575
16142,528.0,2001,-23.38316,-70.58605,2.722633922533812
16143,3515.0,1905,-23.0,-69.5,3.5459253293558426
16144,639.5,1948,42.83333,-74.5,2.8058405488146727
16145,10.0,2008,35.16867,-114.455,1.0
16146,43.1,1967,-31.53333,127.1,1.6344772701607315
16147,1443.0,1967,-31.53333,127.01667,3.159266331093494
16148,4002.0,1967,-31.46667,126.93333,3.6022770843001926
16149,2150.0,1857,34.5,-82.03333,3.3324384599156054
16150,1000.0,1985,-30.8,-53.9,3.0
16151,515.0,1928,38.96667,-95.16667,2.711807229041191
16152,10000.0,1961,-71.95,11.5,4.0
16153,8600.0,1970,34.5,-102.75,3.934498451243568
16154,498.0,1988,32.03333,-103.15,2.6972293427597176
16155,11.0,1988,32.03333,-103.16667,1.0413926851582251
16156,4.91,1999,32.04333,-103.15333,0.6910814921229684
16157,760.0,1940,30.6,-97.9,2.8808135922807914
16158,410.0,1925,55.95,125.4,2.6127838567197355
16159,3.3,1904,-40.73333,146.96667,0.5185139398778874
16160,1513.0,1978,61.26667,6.85,3.179838928023187
16161,6680.0,1984,45.93333,-102.18333,3.824776462475546
16162,108500.0,1814,49.0,21.0,5.035429738184549
16163,30000.0,1943,37.66667,-96.76667,4.477121254719663
16164,2572.0,1990,-28.84519,121.397,3.4102709642521845
16165,8100.0,1961,39.63333,-100.46722,3.90848501887865
16166,2500.0,1969,39.60833,-100.475,3.3979400086720375
16167,344.0,1964,29.6,103.7,2.53655844257153
16168,895.0,1968,34.61139,-100.855,2.951823035315912
16169,210.3,1985,-84.29185,161.31334,2.322839272686321
16170,13.1,1985,-84.28402,161.3713,1.1172712956557642
16171,114.5,1985,-84.26719,161.36527,2.0588054866759067
16172,408.0,1985,-84.26606,161.37782,2.61066016308988
16173,40.8,1985,-84.28729,161.37001,1.61066016308988
16174,6.5,1985,-84.28229,161.36826,0.8129133566428556
16175,1.7,1985,-84.27899,161.40634,0.2304489213782739
16176,54.1,1985,-84.28258,161.68055,1.7331972651065695
16177,199.5,1985,-84.2698,161.46,2.299942900022767
16178,31.7,1985,-84.27313,161.44788,1.5010592622177514
16179,191.2,1985,-84.28779,161.35699,2.2814878879400813
16180,14.0,1985,-84.27391,161.377,1.146128035678238
16181,10.2,1985,-84.28481,161.34965,1.0086001717619175
16182,34.3,1985,-84.27532,161.40427,1.5352941200427705
16183,8.7,1985,-84.2738,161.36764,0.9395192526186185
16184,152.2,1985,-84.28333,161.08333,2.182414652434554
16185,11491.0,1985,-84.26398,161.39532,4.060357824648616
16186,110224.0,1985,-84.26223,161.41628,5.0422761674080725
16187,527.0,1985,-84.29821,161.31934,2.7218106152125467
16188,582.0,1985,-84.27376,161.37696,2.7649229846498886
16189,874.4,1985,-84.28333,161.08333,2.941710148941646
16190,514.1,1985,-84.28681,161.35491,2.711047603867034
16191,536.9,1985,-84.28756,161.62538,2.7298934039632377
16192,224.7,1985,-84.28464,161.37553,2.351603072419129
16193,439.4,1985,-84.26611,161.31667,2.6428600525844916
16194,106.8,1985,-84.28641,161.62298,2.0285712526925375
16195,169.6,1985,-84.28333,161.08333,2.229425847920695
16196,67.0,1985,-84.26709,161.36497,1.8260748027008264
16197,54.3,1985,-84.28302,161.33362,1.734799829588847
16198,113.7,1985,-84.29006,161.33639,2.0557604646877348
16199,47.9,1985,-84.29547,161.30152,1.6803355134145632
16200,177.0,1985,-84.26932,161.38759,2.247973266361807
16201,106.7,1985,-84.28593,161.36361,2.02816441942447
16202,60.0,1985,-84.28347,161.38655,1.7781512503836436
16203,57.4,1985,-84.27373,161.3548,1.7589118923979734
16204,99.4,1985,-84.26548,161.39258,1.9973863843973134
16205,28.8,1985,-84.28677,161.3542,1.4593924877592308
16206,102.7,1985,-84.28505,161.36984,2.0115704435972783
16207,76.1,1985,-84.28501,161.36158,1.8813846567705728
16208,6.9,1985,-84.27738,161.37745,0.8388490907372553
16209,78.0,1985,-84.27285,161.45092,1.8920946026904804
16210,2.8,1985,-84.27707,161.38781,0.4471580313422192
16211,32.2,1985,-84.27099,161.41336,1.507855871695831
16212,30.2,1985,-84.28027,161.34666,1.4800069429571505
16213,31.2,1985,-84.27657,161.38582,1.4941545940184429
16214,31.0,1985,-84.27623,161.39033,1.4913616938342726
16215,17.3,1985,-84.27577,161.38204,1.2380461031287955
16216,24.2,1985,-84.27745,161.40972,1.3838153659804313
16217,12.1,1985,-84.2664,161.39514,1.08278537031645
16218,9.2,1985,-84.27642,161.41063,0.9637878273455552
16219,24.5,1985,-84.2739,161.37531,1.3891660843645324
16220,12.1,1985,-84.27583,161.41269,1.08278537031645
16221,5.5,1985,-84.28478,161.3493,0.7403626894942439
16222,8.1,1985,-84.27445,161.41209,0.9084850188786497
16223,61.4,1985,-84.27999,161.38547,1.7881683711411678
16224,14.1,1985,-84.2804,161.40028,1.14921911265538
16225,17.5,1985,-84.26492,161.49933,1.2430380486862944
16226,12.7,1985,-84.27555,161.36501,1.1038037209559568
16227,4.2,1985,-84.27101,161.39736,0.6232492903979004
16228,14.5,1985,-84.26741,161.35943,1.1613680022349748
16229,44.0,1985,-84.2706,161.39567,1.6434526764861874
16230,3.6,1985,-84.2736,161.41554,0.5563025007672873
16231,7.5,1985,-84.27926,161.29517,0.8750612633917001
16232,3.4,1985,-84.27109,161.42201,0.5314789170422551
16233,5.7,1985,-84.27538,161.41078,0.7558748556724915
16234,17.8,1985,-84.2827,161.38307,1.250420002308894
16235,6.3,1985,-84.28137,161.37695,0.7993405494535817
16236,10.8,1985,-84.28674,161.35728,1.0334237554869496
16237,55.3,1985,-84.2748,161.37622,1.7427251313046983
16238,9.5,1985,-84.27891,161.40527,0.9777236052888477
16239,45.2,1985,-84.28333,161.08333,1.6551384348113822
16240,10.4,1985,-84.27985,161.42624,1.0170333392987803
16241,37.1,1985,-84.26383,161.39532,1.5693739096150459
16242,30.8,1985,-84.27474,161.39028,1.4885507165004443
16243,65.6,1985,-84.26807,161.39849,1.8169038393756602
16244,25.8,1985,-84.2933,161.32152,1.4116197059632303
16245,14.5,1985,-84.27741,161.34874,1.1613680022349748
16246,21.7,1985,-84.26203,161.34716,1.3364597338485296
16247,9.9,1985,-84.27965,161.34812,0.9956351945975499
16248,18.5,1985,-84.27423,161.34604,1.2671717284030137
16249,5.6,1985,-84.27872,161.37077,0.7481880270062004
16250,12.9,1985,-84.27188,161.31281,1.110589710299249
16251,14.2,1985,-84.28489,161.34938,1.1522883443830565
16252,3.8,1985,-84.27476,161.38711,0.5797835966168101
16253,3.5,1985,-84.27453,161.38845,0.5440680443502757
16254,3.6,1985,-84.28247,161.36839,0.5563025007672873
16255,1.5,1985,-84.27024,161.41685,0.17609125905568124
16256,9.2,1985,-84.27536,161.40498,0.9637878273455552
16257,27.9,1985,-84.26719,161.40263,1.4456042032735976
16258,51.3,1985,-84.28155,161.40995,1.7101173651118162
16259,14.8,1985,-84.27715,161.40267,1.1702617153949575
16260,17.5,1985,-84.28221,161.39819,1.2430380486862944
16261,60.2,1985,-84.28049,161.39122,1.7795964912578246
16262,57.3,1985,-84.28793,161.35837,1.75815462196739
16263,37.9,1985,-84.28096,161.3695,1.5786392099680724
16264,8.2,1985,-84.26917,161.39696,0.9138138523837167
16265,6.4,1985,-84.28333,161.08333,0.8061799739838872
16266,3.9,1985,-84.26791,161.43561,0.5910646070264992
16267,65.9,1985,-84.2687,161.39834,1.8188854145940099
16268,12.2,1985,-84.28061,161.39733,1.0863598306747482
16269,34.4,1985,-84.27403,161.34811,1.5365584425715302
16270,62.8,1985,-84.27729,161.41445,1.797959643737196
16271,7.0,1985,-84.28168,161.40187,0.8450980400142568
16272,18.6,1985,-84.28901,161.35154,1.2695129442179163
16273,3.5,1985,-84.27165,161.38018,0.5440680443502757
16274,28.5,1985,-84.26214,161.35379,1.4548448600085102
16275,2.3,1985,-84.2772,161.38022,0.36172783601759284
16276,3.6,1985,-84.27493,161.37323,0.5563025007672873
16277,70.9,1985,-84.2887,161.34915,1.8506462351830666
16278,13.6,1985,-84.27625,161.41219,1.1335389083702174
16279,25.8,1985,-84.28214,161.33705,1.4116197059632303
16280,3.4,1985,-84.26936,161.4195,0.5314789170422551
16281,6.2,1985,-84.27746,161.40726,0.7923916894982539
16282,9.3,1985,-84.26913,161.41737,0.9684829485539351
16283,37.5,1985,-84.26229,161.35165,1.5740312677277188
16284,39.1,1985,-84.28489,161.39009,1.5921767573958667
16285,12.4,1985,-84.27677,161.40598,1.0934216851622351
16286,26.6,1985,-84.29221,161.32321,1.424881636631067
16287,11.0,1985,-84.27098,161.4176,1.0413926851582251
16288,4.4,1985,-84.2713,161.4155,0.6434526764861874
16289,3.0,1985,-84.26836,161.31266,0.47712125471966244
16290,15.7,1985,-84.27327,161.41296,1.1958996524092338
16291,14.8,1985,-84.26428,161.37907,1.1702617153949575
16292,21.2,1985,-84.25942,161.35196,1.3263358609287514
16293,6.8,1985,-84.27605,161.38788,0.8325089127062363
16294,13.3,1985,-84.27938,161.38048,1.1238516409670858
16295,29.6,1985,-84.2813,161.39741,1.4712917110589385
16296,2.4,1985,-84.27347,161.41274,0.38021124171160603
16297,57.3,1985,-84.26439,161.39515,1.75815462196739
16298,19.4,1985,-84.2882,161.33793,1.287801729930226
16299,20.7,1985,-84.28076,161.39572,1.3159703454569178
16300,9.3,1985,-84.27714,161.40205,0.9684829485539351
16301,9.4,1985,-84.26708,161.3688,0.9731278535996987
16302,3.2,1985,-84.26802,161.41925,0.505149978319906
16303,2.7,1985,-84.28082,161.36321,0.43136376415898736
16304,43.8,1985,-84.28204,161.3576,1.6414741105040995
16305,10.9,1985,-84.27884,161.37152,1.0374264979406236
16306,28.8,1985,-84.278,161.38288,1.4593924877592308
16307,9.9,1985,-84.27195,161.42405,0.9956351945975499
16308,2.3,1985,-84.2709,161.43712,0.36172783601759284
16309,10.8,1985,-84.2706,161.43441,1.0334237554869496
16310,41.5,1985,-84.28541,161.33212,1.6180480967120927
16311,16.2,1985,-84.28675,161.34374,1.209515014542631
16312,34.2,1985,-84.27771,161.40337,1.534026106056135
16313,11.9,1985,-84.2806,161.393,1.0755469613925308
16314,27.3,1985,-84.28708,161.32719,1.436162647040756
16315,14.9,1985,-84.28199,161.37372,1.173186268412274
16316,9.2,1985,-84.27689,161.37595,0.9637878273455552
16317,5.5,1985,-84.27705,161.40245,0.7403626894942439
16318,8.2,1985,-84.2849,161.35001,0.9138138523837167
16319,8.0,1985,-84.27765,161.4036,0.9030899869919435
16320,19.4,1985,-84.28122,161.39987,1.287801729930226
16321,20.3,1985,-84.28333,161.08333,1.307496037913213
16322,16.8,1985,-84.29258,161.32146,1.2253092817258628
16323,32.0,1985,-84.27641,161.38979,1.505149978319906
16324,5.5,1985,-84.26992,161.41717,0.7403626894942439
16325,21.2,1985,-84.28659,161.34146,1.3263358609287514
16326,22.5,1985,-84.28587,161.34037,1.3521825181113625
16327,12.3,1985,-84.27633,161.38667,1.089905111439398
16328,23.7,1985,-84.26537,161.3989,1.3747483460101038
16329,57.5,1985,-84.27655,161.34771,1.7596678446896306
16330,14.1,1985,-84.27195,161.41218,1.14921911265538
16331,4.5,1985,-84.27428,161.36723,0.6532125137753437
16332,15.4,1985,-84.27998,161.38837,1.187520720836463
16333,7.7,1985,-84.28333,161.08333,0.8864907251724818
16334,18.8,1985,-84.27667,161.41094,1.2741578492636798
16335,239.2,1985,-84.2851,161.62627,2.3787611753163733
16336,66.6,1985,-84.28082,161.46918,1.823474229170301
16337,290.6,1986,-84.25469,161.39928,2.4632956099620027
16338,32.6,1986,-84.26906,161.36266,1.513217600067939
16339,1.6,1986,-84.25483,161.42152,0.2041199826559248
16340,2.1,1986,-84.25484,161.44217,0.3222192947339193
16341,4.7,1986,-84.25807,161.41638,0.6720978579357175
16342,0.8,1986,-84.25552,161.46562,-0.09691001300805639
16343,1.6,1986,-84.25648,161.42514,0.2041199826559248
16344,5.6,1986,-84.25793,161.41149,0.7481880270062004
16345,6.5,1986,-84.25721,161.43109,0.8129133566428556
16346,6.9,1986,-84.23589,161.5352,0.8388490907372553
16347,3397.5,1986,-84.27992,161.61113,3.531159465404532
16348,2157.4,1986,-84.27739,161.63678,3.3339306743966572
16349,1812.2,1986,-84.27678,161.64698,3.2582061260688273
16350,662.4,1986,-84.25702,161.3452,2.8211203237768236
16351,780.1,1986,-84.26049,161.37262,2.892150277901364
16352,525.0,1986,-84.28473,161.5859,2.720159303405957
16353,687.6,1986,-84.26459,161.23374,2.837335868015015
16354,502.0,1986,-84.27666,161.64926,2.7007037171450192
16355,432.4,1986,-84.27647,161.65025,2.6358856852812727
16356,360.5,1986,-84.28687,161.56467,2.5569052690554477
16357,325.8,1986,-84.25386,161.3511,2.5129510799724906
16358,351.7,1986,-84.23169,161.52968,2.5461723683169426
16359,322.0,1986,-84.31892,161.76298,2.507855871695831
16360,248.5,1986,-84.28617,161.58303,2.395326393069351
16361,190.1,1986,-84.23783,161.50315,2.278982116865443
16362,22.1,1986,-84.25265,161.39099,1.3443922736851108
16363,25.9,1986,-84.27374,161.69076,1.413299764081252
16364,16.5,1986,-84.27374,161.69257,1.2174839442139063
16365,13.4,1986,-84.27374,161.69222,1.1271047983648077
16366,74.5,1986,-84.27373,161.69192,1.8721562727482928
16367,1.4,1986,-84.27363,161.69347,0.146128035678238
16368,21.5,1986,-84.2588,161.33802,1.3324384599156054
16369,6.0,1986,-84.25344,161.38833,0.7781512503836436
16370,77.7,1986,-84.27375,161.69202,1.8904210188009143
16371,9.3,1986,-84.2737,161.69154,0.9684829485539351
16372,5.6,1986,-84.2537,161.3505,0.7481880270062004
16373,18.8,1986,-84.25352,161.38919,1.2741578492636798
16374,41.5,1986,-84.25269,161.39531,1.6180480967120927
16375,48.8,1986,-84.25394,161.37079,1.6884198220027107
16376,22.5,1986,-84.25331,161.3942,1.3521825181113625
16377,5.4,1986,-84.2737,161.69157,0.7323937598229685
16378,13.5,1986,-84.25879,161.41884,1.130333768495006
16379,18.8,1986,-84.27377,161.69153,1.2741578492636798
16380,5.4,1986,-84.27375,161.69205,0.7323937598229685
16381,4.6,1986,-84.27371,161.69175,0.6627578316815741
16382,68.7,1986,-84.27385,161.69072,1.8369567370595505
16383,6.3,1986,-84.28484,161.58335,0.7993405494535817
16384,14.8,1986,-84.27383,161.68987,1.1702617153949575
16385,10.6,1986,-84.27373,161.69228,1.0253058652647702
16386,2.0,1986,-84.2737,161.69158,0.3010299956639812
16387,2.4,1986,-84.27376,161.69043,0.38021124171160603
16388,4.2,1986,-84.27368,161.69204,0.6232492903979004
16389,2.4,1986,-84.25105,161.35923,0.38021124171160603
16390,41.3,1986,-84.25238,161.36184,1.615950051656401
16391,6.8,1986,-84.27368,161.69162,0.8325089127062363
16392,54.7,1986,-84.25163,161.3654,1.737987326333431
16393,22.3,1986,-84.25817,161.40303,1.3483048630481607
16394,1.8,1986,-84.27377,161.69209,0.25527250510330607
16395,23.0,1986,-84.25151,161.38736,1.3617278360175928
16396,8.8,1986,-84.25817,161.38257,0.9444826721501687
16397,13.2,1986,-84.25254,161.39806,1.1205739312058498
16398,7.0,1986,-84.2737,161.69159,0.8450980400142568
16399,24.3,1986,-84.27388,161.6935,1.3856062735983121
16400,9.2,1986,-84.25881,161.4208,0.9637878273455552
16401,18.5,1986,-84.27374,161.69169,1.2671717284030137
16402,8.9,1986,-84.25185,161.39507,0.9493900066449128
16403,6.3,1986,-84.27369,161.69165,0.7993405494535817
16404,0.6,1986,-84.2737,161.69153,-0.2218487496163564
16405,19.2,1986,-84.2737,161.69153,1.2833012287035497
16406,8.1,1986,-84.2737,161.69157,0.9084850188786497
16407,11.9,1986,-84.27374,161.69091,1.0755469613925308
16408,37.7,1986,-84.25345,161.39103,1.5763413502057928
16409,19.3,1986,-84.2738,161.69275,1.2855573090077739
16410,4.5,1986,-84.27374,161.6907,0.6532125137753437
16411,23.7,1986,-84.25027,161.38373,1.3747483460101038
16412,8.6,1986,-84.27378,161.69237,0.9344984512435677
16413,37.1,1986,-84.27377,161.69207,1.5693739096150459
16414,6.6,1986,-84.24972,161.38418,0.8195439355418687
16415,13.5,1986,-84.27372,161.69053,1.130333768495006
16416,28.4,1986,-84.27369,161.69162,1.4533183400470377
16417,8.3,1986,-84.25107,161.35765,0.919078092376074
16418,198.9,1986,-84.27889,161.61096,2.2986347831244354
16419,53.1,1986,-84.27373,161.6909,1.725094521081469
16420,196.9,1986,-84.27923,161.61095,2.2942457161381182
16421,104.0,1986,-84.27894,161.61353,2.0170333392987803
16422,10.9,1986,-84.27375,161.69071,1.0374264979406236
16423,38.0,1986,-84.27382,161.69196,1.5797835966168101
16424,84.8,1986,-84.28526,161.58238,1.9283958522567137
16425,23.2,1986,-84.25828,161.34092,1.3654879848908996
16426,66.7,1986,-84.27885,161.61701,1.824125833916549
16427,20.6,1986,-84.25813,161.39688,1.3138672203691535
16428,14.6,1986,-84.27855,161.6194,1.1643528557844371
16429,15.4,1986,-84.27855,161.6194,1.187520720836463
16430,14.1,1986,-84.27855,161.6194,1.14921911265538
16431,70.9,1986,-84.27855,161.6194,1.8506462351830666
16432,2.5,1986,-84.25744,161.48632,0.3979400086720376
16433,52.8,1986,-84.26009,161.35212,1.7226339225338123
16434,28.2,1986,-84.27858,161.61749,1.4502491083193612
16435,23.6,1986,-84.27858,161.61748,1.3729120029701065
16436,28.5,1986,-84.25645,161.34377,1.4548448600085102
16437,21.8,1986,-84.25945,161.34653,1.3384564936046048
16438,9.2,1986,-84.27375,161.69148,0.9637878273455552
16439,33.8,1986,-84.27373,161.69099,1.5289167002776547
16440,6.4,1986,-84.26032,161.38016,0.8061799739838872
16441,5.8,1986,-84.24971,161.38443,0.7634279935629372
16442,47.3,1986,-84.25934,161.3914,1.6748611407378116
16443,4.2,1986,-84.27372,161.69167,0.6232492903979004
16444,17.4,1986,-84.2501,161.38329,1.2405492482825997
16445,33.7,1986,-84.25719,161.35229,1.5276299008713388
16446,32.9,1986,-84.25691,161.34294,1.5171958979499742
16447,17.8,1986,-84.25487,161.3436,1.250420002308894
16448,6.8,1986,-84.25769,161.40851,0.8325089127062363
16449,8.7,1986,-84.25771,161.38104,0.9395192526186185
16450,33.5,1986,-84.25687,161.37053,1.5250448070368452
16451,16.7,1986,-84.25699,161.40284,1.2227164711475833
16452,13.5,1986,-84.25718,161.47882,1.130333768495006
16453,29.7,1986,-84.25729,161.39368,1.4727564493172123
16454,44.3,1986,-84.25711,161.38653,1.6464037262230695
16455,32.9,1986,-84.25934,161.35931,1.5171958979499742
16456,7.6,1986,-84.25796,161.40188,0.8808135922807914
16457,9.3,1986,-84.25633,161.35847,0.9684829485539351
16458,11.5,1986,-84.25773,161.38703,1.0606978403536116
16459,7.7,1986,-84.25638,161.4076,0.8864907251724818
16460,13.7,1986,-84.25751,161.36679,1.1367205671564067
16461,6.7,1986,-84.25676,161.41325,0.8260748027008264
16462,11.9,1986,-84.25867,161.41623,1.0755469613925308
16463,15.1,1986,-84.25485,161.34317,1.1789769472931695
16464,7.0,1986,-84.25699,161.41762,0.8450980400142568
