,mass,year,reclat,reclong,log(mass)
3960,71.54,1988,-72.0,26.0,1.8545489358129508
3961,461.09,1988,-72.0,26.0,2.6637857034557704
3962,117.49,1988,-72.0,26.0,2.070000903802345
3963,64.69,1988,-72.0,26.0,1.8108371511404884
3964,112.67,1988,-72.0,26.0,2.0518082943170914
3965,242.58,1988,-72.0,26.0,2.384854991717318
3966,95.17,1988,-72.0,26.0,1.9785000693114592
3967,166.8,1988,-72.0,26.0,2.22219604630172
3968,172.76,1988,-72.0,26.0,2.237443195375461
3969,627.72,1988,-72.0,26.0,2.797765966075061
3970,54.41,1988,-72.0,26.0,1.7356787259059046
3971,825.36,1988,-72.0,26.0,2.9166434175336193
3972,331.09,1988,-72.0,26.0,2.519946063837529
3973,40.21,1988,-72.0,26.0,1.6043340731029112
3974,52.12,1988,-72.0,26.0,1.717004407040547
3975,224.72,1988,-72.0,26.0,2.3516417261935216
3976,55.68,1988,-72.0,26.0,1.7456992266025058
3977,201.32,1988,-72.0,26.0,2.303886921725102
3978,13.81,1988,-72.0,26.0,1.1401936785786313
3979,70.55,1988,-72.0,26.0,1.8484970180903666
3980,112.9,1988,-72.0,26.0,2.052693941924968
3981,19.91,1988,-72.0,26.0,1.2990712600274095
3982,68.81,1988,-72.0,26.0,1.8376515578463926
3983,11.95,1988,-72.0,26.0,1.0773679052841565
3984,49.25,1988,-72.0,26.0,1.6924062348336306
3985,14.62,1988,-72.0,26.0,1.1649473726218416
3986,155.59,1988,-72.0,26.0,2.1919816808003296
3987,45.66,1988,-72.0,26.0,1.6595359071542164
3988,22.03,1988,-72.0,26.0,1.3430144971507676
3989,732.82,1988,-72.0,26.0,2.864997313513383
3990,437.54,1988,-72.0,26.0,2.6410177624673286
3991,89.0,1988,-72.0,26.0,1.9493900066449128
3992,138.75,1988,-72.0,26.0,2.142232991794714
3993,45.35,1988,-72.0,26.0,1.656577291396114
3994,57.73,1988,-72.0,26.0,1.761401557498631
3995,227.94,1988,-72.0,26.0,2.357820543938364
3996,390.47,1988,-72.0,26.0,2.591587672438799
3997,379.08,1988,-72.0,26.0,2.5787308719527737
3998,99.6,1988,-72.0,26.0,1.9982593384236986
3999,91.38,1988,-72.0,26.0,1.9608511537196862
4000,38.7,1988,-72.0,26.0,1.5877109650189114
4001,21.79,1988,-72.0,26.0,1.3382572302462556
4002,54.8,1988,-72.0,26.0,1.7387805584843692
4003,130.07,1988,-72.0,26.0,2.1141771402444487
4004,45.06,1988,-72.0,26.0,1.653791187387812
4005,65.84,1988,-72.0,26.0,1.8184898222042134
4006,74.57,1988,-72.0,26.0,1.8725641430906514
4007,182.01,1988,-72.0,26.0,2.260095249663711
4008,393.47,1988,-72.0,26.0,2.5949116253071947
4009,962.5,1988,-72.0,26.0,2.983400738180538
4010,1244.18,1988,-72.0,26.0,3.094883215846508
4011,91.49,1988,-72.0,26.0,1.961373627594801
4012,78.86,1988,-72.0,26.0,1.8968567727372043
4013,53.29,1988,-72.0,26.0,1.7266457202409118
4014,41.74,1988,-72.0,26.0,1.6205524447294353
4015,144.68,1988,-72.0,26.0,2.160408500089582
4016,627.34,1988,-72.0,26.0,2.797502979591281
4017,23.84,1988,-72.0,26.0,1.3773062510681988
4018,32.75,1988,-72.0,26.0,1.515211304327802
4019,57.96,1988,-72.0,26.0,1.763128376799137
4020,52.07,1988,-72.0,26.0,1.7165875776756923
4021,87.38,1988,-72.0,26.0,1.9414120403735495
4022,3437.0,1988,-72.0,26.0,3.536179532137225
4023,111.53,1988,-72.0,26.0,2.0473917022004433
4024,1015.56,1988,-72.0,26.0,3.0067055869226533
4025,107.71,1988,-72.0,26.0,2.032256025890453
4026,136.44,1988,-72.0,26.0,2.1349417107353594
4027,58.95,1988,-72.0,26.0,1.770483809431108
4028,44.34,1988,-72.0,26.0,1.6467956887784694
4029,229.36,1988,-72.0,26.0,2.360517679938428
4030,53.49,1988,-72.0,26.0,1.728272597895017
4031,24.21,1988,-72.0,26.0,1.3839947894417328
4032,176.27,1988,-72.0,26.0,2.2461784045108626
4033,76.44,1988,-72.0,26.0,1.8833206783829752
4034,82.45,1988,-72.0,26.0,1.9161906599805376
4035,23.99,1988,-72.0,26.0,1.3800302479678306
4036,269.1,1988,-72.0,26.0,2.4299136977637548
4037,97.07,1988,-72.0,26.0,1.987085029624122
4038,9.9,1988,-72.0,26.0,0.9956351945975499
4039,142.79,1988,-72.0,26.0,2.154697793596388
4040,1049.54,1988,-72.0,26.0,3.0209989950367953
4041,4188.0,1988,-72.0,26.0,3.622006673006805
4042,26.32,1988,-72.0,26.0,1.420285884941918
4043,64.82,1988,-72.0,26.0,1.811709026696191
4044,285.52,1988,-72.0,26.0,2.455636534947604
4045,97.64,1988,-72.0,26.0,1.989627770745151
4046,54.21,1988,-72.0,26.0,1.7340794072805943
4047,98.35,1988,-72.0,26.0,1.9927743642553555
4048,52.01,1988,-72.0,26.0,1.7160868537748322
4049,204.18,1988,-72.0,26.0,2.310013199479453
4050,181.88,1988,-72.0,26.0,2.2597849455330707
4051,82.59,1988,-72.0,26.0,1.9169274661129927
4052,89.59,1988,-72.0,26.0,1.9522595365908206
4053,22.58,1988,-72.0,26.0,1.353723937588949
4054,83.47,1988,-72.0,26.0,1.9215304135012423
4055,58.72,1988,-72.0,26.0,1.768786046908014
4056,47.25,1988,-72.0,26.0,1.6744018128452818
4057,43.5,1988,-72.0,26.0,1.6384892569546374
4058,60.63,1988,-72.0,26.0,1.7826875682349665
4059,23.72,1988,-72.0,26.0,1.375114684692225
4060,37.9,1988,-72.0,26.0,1.5786392099680724
4061,53.08,1988,-72.0,26.0,1.7249309141923979
4062,62.18,1988,-72.0,26.0,1.793650717707173
4063,37.5,1988,-72.0,26.0,1.5740312677277188
4064,32.16,1988,-72.0,26.0,1.5073160400764136
4065,326.76,1988,-72.0,26.0,2.5142288873875893
4066,49.52,1988,-72.0,26.0,1.6947806360120616
4067,25.56,1988,-72.0,26.0,1.4075608494863625
4068,30.23,1988,-72.0,26.0,1.4804381471778172
4069,1136.8,1988,-72.0,26.0,3.0556840649194132
4070,403.02,1988,-72.0,26.0,2.6053265986823364
4071,140.14,1988,-72.0,26.0,2.1465621131575565
4072,161.93,1988,-72.0,26.0,2.209327315878065
4073,75.04,1988,-72.0,26.0,1.8752928253710082
4074,58.55,1988,-72.0,26.0,1.767526899408382
4075,44.69,1988,-72.0,26.0,1.650210354660359
4076,374.2,1988,-72.0,26.0,2.573103783163991
4077,89.94,1988,-72.0,26.0,1.953952883231923
4078,129.14,1988,-72.0,26.0,2.1110607820698206
4079,123.9,1988,-72.0,26.0,2.0930713063760633
4080,19.04,1988,-72.0,26.0,1.2796669440484556
4081,43.59,1988,-72.0,26.0,1.639386869017684
4082,403.91,1988,-72.0,26.0,2.6062846055618114
4083,229.85,1988,-72.0,26.0,2.361444508086328
4084,25.02,1988,-72.0,26.0,1.3982873053574012
4085,373.53,1988,-72.0,26.0,2.572325487841481
4086,181.78,1988,-72.0,26.0,2.2595460990870224
4087,306.21,1988,-72.0,26.0,2.486019369490602
4088,340.31,1988,-72.0,26.0,2.531874711014733
4089,1989.35,1988,-72.0,26.0,3.2987111982558637
4090,32.05,1988,-72.0,26.0,1.5058280338548362
4091,72.26,1988,-72.0,26.0,1.8588979572320035
4092,225.27,1988,-72.0,26.0,2.352703359047548
4093,204.42,1988,-72.0,26.0,2.310523383951521
4094,86.7,1988,-72.0,26.0,1.9380190974762104
4095,688.13,1988,-72.0,26.0,2.837670491940925
4096,74.1,1988,-72.0,26.0,1.8698182079793282
4097,63.46,1988,-72.0,26.0,1.8025000677643934
4098,387.61,1988,-72.0,26.0,2.588394972942186
4099,45.18,1988,-72.0,26.0,1.6549462265843442
4100,23.63,1988,-72.0,26.0,1.373463721632369
4101,107.16,1988,-72.0,26.0,2.030032704936171
4102,19.52,1988,-72.0,26.0,1.290479813330673
4103,69.4,1988,-72.0,26.0,1.841359470454855
4104,111.77,1988,-72.0,26.0,2.048325250931222
4105,59.98,1988,-72.0,26.0,1.7780064614235083
4106,340.69,1988,-72.0,26.0,2.532359386257763
4107,243.55,1988,-72.0,26.0,2.3865881339077886
4108,24.92,1988,-72.0,26.0,1.396548037987132
4109,26.41,1988,-72.0,26.0,1.421768401206924
4110,68.16,1988,-72.0,26.0,1.8335295817586437
4111,88.93,1988,-72.0,26.0,1.9490482923156638
4112,20.51,1988,-72.0,26.0,1.3119656603683663
4113,64.69,1988,-72.0,26.0,1.8108371511404884
4114,64.84,1988,-72.0,26.0,1.8118430061764774
4115,32.43,1988,-72.0,26.0,1.5109469486729727
4116,252.05,1988,-72.0,26.0,2.4014867017741692
4117,84.87,1988,-72.0,26.0,1.9287542021766533
4118,73.33,1988,-72.0,26.0,1.8652816849956106
4119,198.3,1988,-72.0,26.0,2.2973227142053028
4120,16.21,1988,-72.0,26.0,1.209783014848515
4121,114.03,1988,-72.0,26.0,2.0570191243227662
4122,362.2,1988,-72.0,26.0,2.5589484459780394
4123,29.23,1988,-72.0,26.0,1.4658288153574364
4124,49.3,1988,-72.0,26.0,1.69284691927723
4125,63.97,1988,-72.0,26.0,1.8059763507175626
4126,193.35,1988,-72.0,26.0,2.2863441764090844
4127,92.81,1988,-72.0,26.0,1.9675947726718899
4128,83.34,1988,-72.0,26.0,1.9208534961212593
4129,15.05,1988,-72.0,26.0,1.177536499929862
4130,29.01,1988,-72.0,26.0,1.462547728802664
4131,11.66,1988,-72.0,26.0,1.0666985504229953
4132,604.31,1988,-72.0,26.0,2.7812597809254145
4133,127.17,1988,-72.0,26.0,2.1043846712878835
4134,15.25,1988,-72.0,26.0,1.1832698436828046
4135,46.94,1988,-72.0,26.0,1.6715430852625737
4136,15.78,1988,-72.0,26.0,1.1981069988734014
4137,587.06,1988,-72.0,26.0,2.768682490237848
4138,31.09,1988,-72.0,26.0,1.4926207220431917
4139,793.12,1988,-72.0,26.0,2.8993389015610758
4140,20.08,1988,-72.0,26.0,1.3027637084729817
4141,344.69,1988,-72.0,26.0,2.5374286840235083
4142,152.34,1988,-72.0,26.0,2.1828139512573657
4143,40.16,1988,-72.0,26.0,1.603793704136963
4144,97.5,1988,-72.0,26.0,1.9890046156985368
4145,146.28,1988,-72.0,26.0,2.165184951666007
4146,111.24,1988,-72.0,26.0,2.046260980192122
4147,233.84,1988,-72.0,26.0,2.36891880234938
4148,119.32,1988,-72.0,26.0,2.076713244690025
4149,311.0,1988,-72.0,26.0,2.4927603890268375
4150,28.0,1988,-72.0,26.0,1.4471580313422192
4151,83.29,1988,-72.0,26.0,1.9205928620848085
4152,48.97,1988,-72.0,26.0,1.6899301040182182
4153,23.53,1988,-72.0,26.0,1.3716219271760213
4154,121.55,1988,-72.0,26.0,2.0847549631793547
4155,379.74,1988,-72.0,26.0,2.5794863460581903
4156,34.12,1988,-72.0,26.0,1.5330090224954853
4157,452.33,1988,-72.0,26.0,2.6554553925267945
4158,88.49,1988,-72.0,26.0,1.9468941951023266
4159,91.54,1988,-72.0,26.0,1.9616109080912807
4160,67.98,1988,-72.0,26.0,1.832381160247041
4161,1321.22,1988,-72.0,26.0,3.120975139212456
4162,526.24,1988,-72.0,26.0,2.7211838561385795
4163,44.82,1988,-72.0,26.0,1.6514718521990424
4164,24.66,1988,-72.0,26.0,1.391993072259713
4165,233.16,1988,-72.0,26.0,2.367654046647407
4166,47.24,1988,-72.0,26.0,1.6743098889414771
4167,198.93,1988,-72.0,26.0,2.298700282631671
4168,102.79,1988,-72.0,26.0,2.0119508660593985
4169,22.02,1988,-72.0,26.0,1.342817314635733
4170,42.35,1988,-72.0,26.0,1.6268534146667257
4171,49.11,1988,-72.0,26.0,1.6911699341316038
4172,403.41,1988,-72.0,26.0,2.605746659595613
4173,15.16,1988,-72.0,26.0,1.1806992012960347
4174,124.18,1988,-72.0,26.0,2.0940516555099644
4175,164.11,1988,-72.0,26.0,2.215135045480261
4176,217.62,1988,-72.0,26.0,2.3376988059640778
4177,57.07,1988,-72.0,26.0,1.7564078725489582
4178,22.5,1988,-72.0,26.0,1.3521825181113625
4179,70.21,1988,-72.0,26.0,1.8463989730346748
4180,582.25,1988,-72.0,26.0,2.7651094972067183
4181,128.03,1988,-72.0,26.0,2.107311745490674
4182,19.21,1988,-72.0,26.0,1.2835273648616936
4183,71.05,1988,-72.0,26.0,1.8515640822634885
4184,23.91,1988,-72.0,26.0,1.3785795761157749
4185,21.69,1988,-72.0,26.0,1.3362595520141933
4186,46.77,1988,-72.0,26.0,1.6699673699085043
4187,74.74,1988,-72.0,26.0,1.8735530935136187
4188,274.09,1988,-72.0,26.0,2.4378931908695134
4189,79.16,1988,-72.0,26.0,1.8985057855343586
4190,49.68,1988,-72.0,26.0,1.6961815871685237
4191,62.94,1988,-72.0,26.0,1.7989267385772014
4192,88.13,1988,-72.0,26.0,1.9451237701221193
4193,133.48,1988,-72.0,26.0,2.125416197982755
4194,17.93,1988,-72.0,26.0,1.2535802895621828
4195,712.03,1988,-72.0,26.0,2.8524982921761555
4196,156.38,1988,-72.0,26.0,2.194181208793847
4197,60.49,1988,-72.0,26.0,1.7816835845073509
4198,105.3,1988,-72.0,26.0,2.0224283711854865
4199,84.13,1988,-72.0,26.0,1.9249508889156106
4200,97.35,1988,-72.0,26.0,1.9883359558560505
4201,53.97,1988,-72.0,26.0,1.7321524180652137
4202,87.27,1988,-72.0,26.0,1.9408649759667216
4203,107.41,1988,-72.0,26.0,2.031044716583705
4204,140.11,1988,-72.0,26.0,2.1464691330718697
4205,31.84,1988,-72.0,26.0,1.5029730590656314
4206,129.57,1988,-72.0,26.0,2.112504458767161
4207,38.3,1988,-72.0,26.0,1.5831987739686226
4208,48.47,1988,-72.0,26.0,1.6854730197227592
4209,27.2,1988,-72.0,26.0,1.4345689040341987
4210,215.96,1988,-72.0,26.0,2.334373318799205
4211,161.56,1988,-72.0,26.0,2.208333844497951
4212,96.91,1988,-72.0,26.0,1.9863685935702728
4213,39.06,1988,-72.0,26.0,1.5917322389518356
4214,48.92,1988,-72.0,26.0,1.6894864483642478
4215,60.98,1988,-72.0,26.0,1.7851874200293618
4216,131.53,1988,-72.0,26.0,2.1190248201147823
4217,20.68,1988,-72.0,26.0,1.315550534421905
4218,67.53,1988,-72.0,26.0,1.8294967497201824
4219,92.91,1988,-72.0,26.0,1.9680624600764491
4220,30.72,1988,-72.0,26.0,1.4874212113594745
4221,11.19,1988,-72.0,26.0,1.04883008652835
4222,15.08,1988,-72.0,26.0,1.1784013415337553
4223,22.8,1988,-72.0,26.0,1.3579348470004537
4224,123.21,1988,-72.0,26.0,2.0906459575733147
4225,30.85,1988,-72.0,26.0,1.4892551683692605
4226,46.29,1988,-72.0,26.0,1.6654871807828107
4227,23.12,1988,-72.0,26.0,1.3639878297484915
4228,12.42,1988,-72.0,26.0,1.0941215958405615
4229,72.78,1988,-72.0,26.0,1.8620120512502165
4230,67.96,1988,-72.0,26.0,1.832253370197008
4231,14.62,1988,-72.0,26.0,1.1649473726218416
4232,28.37,1988,-72.0,26.0,1.4528593357958524
4233,51.16,1988,-72.0,26.0,1.7089305358066162
4234,19.26,1988,-72.0,26.0,1.2846562827885157
4235,24.23,1988,-72.0,26.0,1.3843534141375062
4236,13.4,1988,-72.0,26.0,1.1271047983648077
4237,57.29,1988,-72.0,26.0,1.7580788222496126
4238,82.71,1988,-72.0,26.0,1.9175580208254361
4239,20.15,1988,-72.0,26.0,1.3042750504771283
4240,30.62,1988,-72.0,26.0,1.4860051863622423
4241,179.65,1988,-72.0,26.0,2.254427221540668
4242,20.33,1988,-72.0,26.0,1.3081373786380386
4243,31.15,1988,-72.0,26.0,1.4934580509951885
4244,13.09,1988,-72.0,26.0,1.1169396465507557
4245,39.25,1988,-72.0,26.0,1.5938396610812713
4246,14.99,1988,-72.0,26.0,1.1758016328482794
4247,32.854,1988,-72.0,26.0,1.5165882528051433
4248,134.72,1988,-72.0,26.0,2.129432074155574
4249,34.05,1988,-72.0,26.0,1.5321171162488039
4250,62.09,1988,-72.0,26.0,1.7930216598459832
4251,11.33,1988,-72.0,26.0,1.0542299098633972
4252,21.25,1988,-72.0,26.0,1.3273589343863303
4253,14.91,1988,-72.0,26.0,1.1734776434529945
4254,32.38,1988,-72.0,26.0,1.5102768444173549
4255,58.46,1988,-72.0,26.0,1.7668588110214176
4256,18.32,1988,-72.0,26.0,1.2629254693318317
4257,17.13,1988,-72.0,26.0,1.2337573629655105
4258,173.32,1988,-72.0,26.0,2.238848680362337
4259,68.33,1988,-72.0,26.0,1.8346114207226871
4260,52.22,1988,-72.0,26.0,1.7178368674869255
4261,18.72,1988,-72.0,26.0,1.2723058444020865
4262,726.09,1988,-72.0,26.0,2.860990455522207
4263,122.76,1988,-72.0,26.0,2.089056879759785
4264,1403.55,1988,-72.0,26.0,3.1472278885324876
4265,59.11,1988,-72.0,26.0,1.7716609593488875
4266,42.27,1988,-72.0,26.0,1.626032247829019
4267,14.93,1988,-72.0,26.0,1.1740598077250255
4268,66.48,1988,-72.0,26.0,1.8226910107760546
4269,50.67,1988,-72.0,26.0,1.7047509042906712
4270,105.42,1988,-72.0,26.0,2.0229230118789387
4271,277.04,1988,-72.0,26.0,2.4425424785414043
4272,13.33,1988,-72.0,26.0,1.1248301494138593
4273,17.51,1988,-72.0,26.0,1.2432861460834461
4274,0.9,1988,-72.0,26.0,-0.045757490560675115
4275,11.27,1988,-72.0,26.0,1.0519239160461065
4276,102.09,1988,-72.0,26.0,2.008983203815472
4277,135.19,1988,-72.0,26.0,2.1309445680446792
4278,44.95,1988,-72.0,26.0,1.6527296960692477
4279,173.54,1988,-72.0,26.0,2.2393995931157873
4280,429.67,1988,-72.0,26.0,2.633135031856373
4281,214.9,1988,-72.0,26.0,2.3322364154914434
4282,17.61,1988,-72.0,26.0,1.2457593559672768
4283,33.68,1988,-72.0,26.0,1.5273720828276118
4284,1202.08,1988,-72.0,26.0,3.0799333714956822
4285,477.91,1988,-72.0,26.0,2.6793461179854976
4286,22.05,1988,-72.0,26.0,1.3434085938038574
4287,212.35,1988,-72.0,26.0,2.327052265326698
4288,313.86,1988,-72.0,26.0,2.4967359704110796
4289,21.57,1988,-72.0,26.0,1.333850145102545
4290,24.37,1988,-72.0,26.0,1.3868555291847244
4291,16.92,1988,-72.0,26.0,1.2284003587030048
4292,47.33,1988,-72.0,26.0,1.675136504467994
4293,456.13,1988,-72.0,26.0,2.6590886370424944
4294,30.46,1988,-72.0,26.0,1.4837298990000238
4295,51.49,1988,-72.0,26.0,1.7117228918272347
4296,70.92,1988,-72.0,26.0,1.8507687269288802
4297,2140.93,1988,-72.0,26.0,3.3306024678032107
4298,141.38,1988,-72.0,26.0,2.15038797732528
4299,38.5,1988,-72.0,26.0,1.5854607295085006
4300,18.31,1988,-72.0,26.0,1.2626883443016965
4301,698.02,1988,-72.0,26.0,2.843867866412847
4302,10.38,1988,-72.0,26.0,1.0161973535124391
4303,74.11,1988,-72.0,26.0,1.8698768132667665
4304,12.69,1988,-72.0,26.0,1.1034616220947047
4305,330.11,1988,-72.0,26.0,2.5186586805830777
4306,88.17,1988,-72.0,26.0,1.945320840792275
4307,16.49,1988,-72.0,26.0,1.2172206556445186
4308,307.28,1988,-72.0,26.0,2.4875342941571197
4309,24.86,1988,-72.0,26.0,1.395501124305626
4310,12.35,1988,-72.0,26.0,1.0916669575956846
4311,56.93,1988,-72.0,26.0,1.7553411838115476
4312,43.65,1988,-72.0,26.0,1.6399842480415885
4313,16.46,1988,-72.0,26.0,1.2164298308762511
4314,50.17,1988,-72.0,26.0,1.7004441010277516
4315,63.19,1988,-72.0,26.0,1.800648355363988
4316,48.69,1988,-72.0,26.0,1.6874397745458942
4317,26.5,1988,-72.0,26.0,1.423245873936808
4318,29.36,1988,-72.0,26.0,1.4677560512440329
4319,401.7,1988,-72.0,26.0,2.6039018317316716
4320,17.71,1988,-72.0,26.0,1.2482185611900747
4321,13.37,1988,-72.0,26.0,1.1261314072619844
4322,297.75,1988,-72.0,26.0,2.4738517701548153
4323,32.24,1988,-72.0,26.0,1.5083950331330531
4324,465.85,1988,-72.0,26.0,2.668246099824951
4325,167.35,1988,-72.0,26.0,2.223625716693796
4326,22.82,1988,-72.0,26.0,1.3583156400821959
4327,13.01,1988,-72.0,26.0,1.1142772965615861
4328,149.86,1988,-72.0,26.0,2.1756857282620823
4329,138.36,1988,-72.0,26.0,2.141010553342324
4330,14.61,1988,-72.0,26.0,1.1646502159342969
4331,67.59,1988,-72.0,26.0,1.8298824464434933
4332,156.74,1988,-72.0,26.0,2.1951798424319033
4333,140.68,1988,-72.0,26.0,2.148232359644905
4334,34.39,1988,-72.0,26.0,1.5364321758220134
4335,15.7,1988,-72.0,26.0,1.1958996524092338
4336,341.27,1988,-72.0,26.0,2.53309811245941
4337,10.4,1988,-72.0,26.0,1.0170333392987803
4338,65.95,1988,-72.0,26.0,1.8192147998823842
4339,12.77,1988,-72.0,26.0,1.1061908972634154
4340,122.97,1988,-72.0,26.0,2.0897991730361642
4341,933.35,1988,-72.0,26.0,2.9700445318119195
4342,72.75,1988,-72.0,26.0,1.8618329976579449
4343,11.82,1988,-72.0,26.0,1.0726174765452365
4344,56.84,1988,-72.0,26.0,1.7546540692554322
4345,13.1,1988,-72.0,26.0,1.1172712956557642
4346,31.59,1988,-72.0,26.0,1.499549625905149
4347,236.85,1988,-72.0,26.0,2.3744733890639753
4348,25.69,1988,-72.0,26.0,1.4097641042663462
4349,22.76,1988,-72.0,26.0,1.3571722577230336
4350,137.05,1988,-72.0,26.0,2.136879039875517
4351,18.57,1988,-72.0,26.0,1.2688119037397805
4352,38.4,1988,-72.0,26.0,1.5843312243675307
4353,309.93,1988,-72.0,26.0,2.491263616264668
4354,39.25,1988,-72.0,26.0,1.5938396610812713
4355,60.76,1988,-72.0,26.0,1.7836177651907488
4356,13.7,1988,-72.0,26.0,1.1367205671564067
4357,21.89,1988,-72.0,26.0,1.3402457615679317
4358,17.65,1988,-72.0,26.0,1.2467447097238413
4359,294.49,1988,-72.0,26.0,2.469070552031253
4360,70.13,1988,-72.0,26.0,1.8459038388987825
4361,111.37,1988,-72.0,26.0,2.0467682196608386
4362,113.79,1988,-72.0,26.0,2.056104097422453
4363,108.39,1988,-72.0,26.0,2.0349892162876846
4364,13.82,1988,-72.0,26.0,1.1405080430381795
4365,31.85,1988,-72.0,26.0,1.5031094366713693
4366,13.22,1988,-72.0,26.0,1.1212314551496214
4367,399.9,1988,-72.0,26.0,2.6019514041335214
4368,35.06,1988,-72.0,26.0,1.544811911757776
4369,108.07,1988,-72.0,26.0,2.0337051514678524
4370,245.3,1988,-72.0,26.0,2.3896975482063856
4371,414.65,1988,-72.0,26.0,2.61768166971834
4372,198.78,1988,-72.0,26.0,2.2983726862656035
4373,247.82,1988,-72.0,26.0,2.3941363526418877
4374,192.02,1988,-72.0,26.0,2.2833464653560465
4375,178.58,1988,-72.0,26.0,2.25183281862864
4376,22.74,1988,-72.0,26.0,1.356790460351716
4377,12.67,1988,-72.0,26.0,1.1027766148834413
4378,72.37,1988,-72.0,26.0,1.8595585726260535
4379,129.29,1988,-72.0,26.0,2.1115649354544983
4380,16.19,1988,-72.0,26.0,1.2092468487533738
4381,29.88,1988,-72.0,26.0,1.4753805931433612
4382,27.17,1988,-72.0,26.0,1.4340896384178907
4383,16.18,1988,-72.0,26.0,1.2089785172762535
4384,21.6,1988,-72.0,26.0,1.334453751150931
4385,119.0,1988,-72.0,26.0,2.0755469613925306
4386,232.87,1988,-72.0,26.0,2.367113543177637
4387,13.06,1988,-72.0,26.0,1.115943176939055
4388,10.7,1988,-72.0,26.0,1.0293837776852097
4389,11.11,1988,-72.0,26.0,1.0457140589408676
4390,470.06,1988,-72.0,26.0,2.6721532962459307
4391,16.42,1988,-72.0,26.0,1.215373152783422
4392,51.86,1988,-72.0,26.0,1.7148325124333326
4393,1.58,1988,-72.0,26.0,0.19865708695442263
4394,42.91,1988,-72.0,26.0,1.6325585145326718
4395,15.17,1988,-72.0,26.0,1.1809855807867304
4396,57.17,1988,-72.0,26.0,1.7571681922142726
4397,1896.48,1988,-72.0,26.0,3.2779482670570337
4398,15.45,1988,-72.0,26.0,1.1889284837608534
4399,49.11,1988,-72.0,26.0,1.6911699341316038
4400,83.7,1988,-72.0,26.0,1.92272545799326
4401,26.19,1988,-72.0,26.0,1.4181354984252321
4402,19.93,1988,-72.0,26.0,1.2995072987004876
4403,10.44,1988,-72.0,26.0,1.0187004986662433
4404,15.81,1988,-72.0,26.0,1.1989318699322091
4405,110.16,1988,-72.0,26.0,2.0420239272488674
4406,16.88,1988,-72.0,26.0,1.2273724422896362
4407,162.48,1988,-72.0,26.0,2.21079991039675
4408,68.93,1988,-72.0,26.0,1.8384082784941869
4409,20.14,1988,-72.0,26.0,1.3040594662175993
4410,27.34,1988,-72.0,26.0,1.4367985102318035
4411,10.35,1988,-72.0,26.0,1.0149403497929366
4412,31.78,1988,-72.0,26.0,1.5021538928713607
4413,15.17,1988,-72.0,26.0,1.1809855807867304
4414,836.87,1988,-72.0,26.0,2.922657999609083
4415,19.83,1988,-72.0,26.0,1.2973227142053025
4416,37.22,1988,-72.0,26.0,1.5707763687947482
4417,49.69,1988,-72.0,26.0,1.6962689967455329
4418,179.96,1988,-72.0,26.0,2.2551759844935293
4419,740.76,1988,-72.0,26.0,2.8696775230147344
4420,25.46,1988,-72.0,26.0,1.4058583993176366
4421,58.26,1988,-72.0,26.0,1.7653704802916486
4422,222.64,1988,-72.0,26.0,2.3476031933259867
4423,11.92,1988,-72.0,26.0,1.0762762554042176
4424,19.27,1988,-72.0,26.0,1.284881714655453
4425,15.29,1988,-72.0,26.0,1.18440748541232
4426,37.49,1988,-72.0,26.0,1.5739154404215507
4427,95.59,1988,-72.0,26.0,1.9804124616068914
4428,94.42,1988,-72.0,26.0,1.975063996095236
4429,52.63,1988,-72.0,26.0,1.7212333700172775
4430,61.64,1988,-72.0,26.0,1.7898626300463818
4431,12.68,1988,-72.0,26.0,1.103119253545714
4432,11.32,1988,-72.0,26.0,1.0538464268522527
4433,11.98,1988,-72.0,26.0,1.0784568180532925
4434,261.64,1988,-72.0,26.0,2.4177041404599278
4435,12.94,1988,-72.0,26.0,1.1119342763326816
4436,35.74,1988,-72.0,26.0,1.5531545481696254
4437,126.59,1988,-72.0,26.0,2.1023993998649826
4438,21.25,1988,-72.0,26.0,1.3273589343863303
4439,25.46,1988,-72.0,26.0,1.4058583993176366
4440,27.52,1988,-72.0,26.0,1.4396484295634737
4441,86.84,1988,-72.0,26.0,1.9387198147823825
4442,12.68,1988,-72.0,26.0,1.103119253545714
4443,457.53,1988,-72.0,26.0,2.6604195757954745
4444,27.89,1988,-72.0,26.0,1.4454485142660498
4445,15.79,1988,-72.0,26.0,1.1983821300082942
4446,1143.05,1988,-72.0,26.0,3.0580652279885965
4447,60.71,1988,-72.0,26.0,1.783260232872949
4448,290.11,1988,-72.0,26.0,2.462562699054192
4449,13.08,1988,-72.0,26.0,1.1166077439882485
4450,19.16,1988,-72.0,26.0,1.2823955047425255
4451,545.71,1988,-72.0,26.0,2.7369619121944107
4452,387.82,1988,-72.0,26.0,2.5886302020239325
4453,229.75,1988,-72.0,26.0,2.361255520058149
4454,40.63,1988,-72.0,26.0,1.6088468223264116
4455,210.15,1988,-72.0,26.0,2.3225293943414558
4456,40.49,1988,-72.0,26.0,1.6073477767684134
4457,280.02,1988,-72.0,26.0,2.4471890512687997
4458,58.3,1988,-72.0,26.0,1.765668554759014
4459,173.18,1988,-72.0,26.0,2.2384977353073587
4460,479.12,1988,-72.0,26.0,2.6804443000761524
4461,250.32,1988,-72.0,26.0,2.398495550138137
4462,80.06,1988,-72.0,26.0,1.9034155857690864
